title,field_address_address_line1,field_address_locality,field_address_administrative_area,field_address_postal_code,field_address_country_code,field_venue_type,field_short_description,field_phone,field_website_uri,field_website_title,field_cuisine,field_claimed_listing,field_image,image_search_hint,field_latitude,field_longitude,field_tags,field_address_line1,field_city,field_state,field_zip,field_country,field_description,field_website,field_source,field_menu_url,field_cta,field_cta_title
"City Food Hall - Ivanhoe Village - Orlando","1412 Alden Rd",Orlando,FL,32803,US,"Food Hall","Ivanhoe Village food hall with chef-driven vendors, full-service bars, outdoor space, private events, cocktails, local beer, and natural wine.",,https://www.cityfoodhall.com/orlando,"Official website","Food Hall",0,,"City Food Hall Orlando Ivanhoe Village happy hour food hall",28.5649,-81.3724,"Happy Hour, Food Hall, Cocktails","1412 Alden Rd",Orlando,FL,32803,US,"City Food Hall Orlando is an Ivanhoe Village food hall featuring multiple food vendors, full-service bars, cocktails, local beers, natural wines, and gathering spaces.",https://www.cityfoodhall.com/orlando,"Official website",,https://www.cityfoodhall.com/orlando,"Official Website"
"Don Julio Mexican Kitchen - Chickasaw - Orlando","551 S Chickasaw Trl",Orlando,FL,32825,US,Restaurant,"Mexican kitchen and tequila bar in East Orlando with recurring margarita, taco, tequila, beer, mariachi, DJ, and weekend specials.","(407) 930-3735",https://donjuliobarandgrill.com,"Official website",Mexican,0,,"Don Julio Mexican Kitchen Chickasaw Orlando daily specials tacos margaritas",28.5360,-81.2754,"Tacos, Margaritas, Daily Specials","551 S Chickasaw Trl",Orlando,FL,32825,US,"Don Julio Mexican Kitchen on Chickasaw serves Mexican food, margaritas, tequila drinks, and recurring daily specials including taco, margarita, beer, mariachi, and DJ nights.",https://donjuliobarandgrill.com,"Published local dining source",,,
"Adega Gaucha - Orlando","8204 Crystal Clear Ln",Orlando,FL,32809,US,Restaurant,"Modern Brazilian steakhouse near Florida Mall with churrasco, bar specials, happy hour, seafood paella weekends, and birthday offers.","(407) 250-4455",https://adegagaucha.com,"Official website","Brazilian Steakhouse",0,,"Adega Gaucha Orlando Brazilian steakhouse happy hour specials",28.4463,-81.3960,"Happy Hour, Steakhouse, Brazilian","8204 Crystal Clear Ln",Orlando,FL,32809,US,"Adega Gaucha is a modern Brazilian steakhouse in Orlando offering churrasco, gourmet table service, happy hour at the bar, weekend seafood paella, and special offers.",https://adegagaucha.com,"Official website",https://adegagaucha.com/menu/bar/,https://adegagaucha.com/offers/,"View Offers"
"Bayridge Sushi - Longwood","400 Savage Ct",Longwood,FL,32750,US,Restaurant,"Longwood sushi restaurant with happy hour, lunch specials, sushi rolls, appetizers, drinks, online ordering, and rewards signup.","(407) 331-0000",https://brsushi.com,"Official website",Sushi,0,,"Bayridge Sushi Longwood happy hour sushi specials",28.6990,-81.3507,"Sushi, Happy Hour, Lunch Specials","400 Savage Ct",Longwood,FL,32750,US,"Bayridge Sushi Longwood serves sushi, Japanese dishes, happy hour specials, lunch specials, online ordering, and rewards for Central Florida sushi fans.",https://brsushi.com,"Official website",https://brsushi.com/orlando-sushi-restaurants/bayridge-sushi-longwood/,https://brsushi.com/orlando-sushi-restaurants/bayridge-sushi-longwood/,"View Specials"
"JoJo's ShakeBAR - Orlando","9101 International Dr Suite 1208",Orlando,FL,32819,US,Restaurant,"Pointe Orlando diner and dessert bar serving over-the-top milkshakes, brunch, burgers, cocktails, sweets, group dining, and birthday packages.","(321) 463-5656",https://www.jojosshakebar.com/orlando,"Official website",American,0,,"JoJo's ShakeBAR Orlando Pointe Orlando milkshakes brunch desserts",28.4329,-81.4706,"Desserts, Brunch, Cocktails","9101 International Dr Suite 1208",Orlando,FL,32819,US,"JoJo's ShakeBAR Orlando is a high-energy modern diner at Pointe Orlando with milkshakes, brunch, burgers, wings, cocktails, desserts, group dining, and birthday experiences.",https://www.jojosshakebar.com/orlando,"Official website",https://www.jojosshakebar.com/orlando,https://www.jojosshakebar.com/orlando,"Official Website"
"Smith's American Tavern - South Lakeland","2901 S Florida Ave",Lakeland,FL,33803,US,Restaurant|Bar,"Lakeland tavern serving lunch dinner and weekend brunch.",,,,American|Brunch,0.0,,,28.013,-81.955,lakeland|brunch|american|food,"2901 S Florida Ave",Lakeland,FL,33803,US,,,,,,
"Harry's Seafood Bar & Grille - Lakeland","101 N Kentucky Ave",Lakeland,FL,33801,US,Restaurant,"Downtown Lakeland Cajun and Creole restaurant with seafood, Southern dishes, cocktails, daily happy hour, and Fat Tuesday all-day happy hour.","(863) 686-2228",https://hookedonharrys.com/location/lakeland/,"Official website",Cajun,0,,"Harry's Seafood Bar Grille Lakeland happy hour Cajun Creole",28.0447,-81.9548,"Happy Hour, Seafood, Cajun","101 N Kentucky Ave",Lakeland,FL,33801,US,"Harry's Seafood Bar & Grille in Lakeland serves Cajun, Creole, and Southern-inspired dishes with a full bar, daily happy hour, and Fat Tuesday all-day happy hour.",https://hookedonharrys.com/location/lakeland/,"Official website",https://hookedonharrys.com/menu-lakeland/,,
"Cob & Pen - Lakeland","1221 S Florida Ave",Lakeland,FL,33803,US,Restaurant,"Historic Dixieland neighborhood restaurant and craft beer gathering place with daily happy hour, weekly specials, brunch, cocktails, wine, and beer.","(863) 937-8126",https://www.cobandpenlakeland.com,"Official website",American,0,,"Cob & Pen Lakeland happy hour craft beer brunch tacos",28.0277,-81.9578,"Happy Hour, Craft Beer, Brunch","1221 S Florida Ave",Lakeland,FL,33803,US,"Cob & Pen is a Lakeland restaurant and craft beer gathering place offering daily happy hour, weekly food and drink specials, weekend brunch, wine, cocktails, and beer.",https://www.cobandpenlakeland.com,"Official website",https://www.cobandpenlakeland.com/menu,,
"Frescos Southern Kitchen & Bar - Lakeland","132 S Kentucky Ave",Lakeland,FL,33801,US,Restaurant,"Downtown Lakeland Southern kitchen and craft bar with breakfast, brunch, dinner, cocktails, happy hour, and recurring weekly drink specials.","(863) 683-5267",https://frescoslakeland.com,"Official website",Southern,0,,"Frescos Southern Kitchen Bar Lakeland happy hour brunch cocktails",28.0432,-81.9547,"Happy Hour, Brunch, Cocktails","132 S Kentucky Ave",Lakeland,FL,33801,US,"Frescos Southern Kitchen & Bar is a downtown Lakeland restaurant and craft bar serving Southern-inspired food, brunch, cocktails, happy hour, and recurring weekly specials.",https://frescoslakeland.com,"Official website",https://frescoslakeland.com/home/,,
"The Club at Eaglebrooke - Lakeland","1300 Eaglebrooke Blvd",Lakeland,FL,33813,US,Restaurant,"Public-welcome clubhouse restaurant and bar at Eaglebrooke with weekday happy hour, drinks, golf-course views, events, and casual dining.","(863) 701-0101",https://www.eaglebrooke.com,"Official website",American,0,,"The Club at Eaglebrooke Lakeland happy hour clubhouse bar",27.9337,-81.9378,"Happy Hour, Golf Course, Bar","1300 Eaglebrooke Blvd",Lakeland,FL,33813,US,"The Club at Eaglebrooke is a public-welcome clubhouse restaurant and bar in Lakeland offering casual dining, golf-course views, recurring happy hour, and social events.",https://www.eaglebrooke.com,"Official website",https://www.eaglebrooke.com/restaurant/,https://www.eaglebrooke.com/events/,"View Events"
"Beacon 19 Bar & Grill - Mount Dora","1900 Country Club Blvd","Mount Dora",FL,32757,US,Restaurant,"Public-welcome bar and grill at The Country Club of Mount Dora with lunch, bar service, terrace seating, family-friendly dining, and happy hour.","(352) 735-4059",https://ccofmtdora.com/beacon19-bar-and-grill/,"Official website",American,0,,"Beacon 19 Mount Dora happy hour bar grill country club",28.8148,-81.6167,"Happy Hour, Bar & Grill, Patio","1900 Country Club Blvd","Mount Dora",FL,32757,US,"Beacon 19 Bar & Grill is the public-welcome restaurant at The Country Club of Mount Dora, offering casual lunch, bar service, terrace seating, and happy hour specials.",https://ccofmtdora.com/beacon19-bar-and-grill/,"Official website",https://ccofmtdora.com/beacon19-bar-and-grill/,,
"The Crooked Spoon - Clermont","200 Citrus Tower Blvd",Clermont,FL,34711,US,Restaurant,"Clermont gastropub serving craft beer, burgers, modern American food, cocktails, seasonal specials, and daily happy hour.","(352) 404-7808",https://www.thespoonclermont.com,"Official website",American,0,,"The Crooked Spoon Clermont gastropub happy hour craft beer",28.5653,-81.7442,"Happy Hour, Gastropub, Craft Beer","200 Citrus Tower Blvd",Clermont,FL,34711,US,"The Crooked Spoon is a Clermont gastropub with craft beer, cocktails, burgers, seasonal chef specials, modern American food, and daily happy hour.",https://www.thespoonclermont.com,"Official website",https://www.thespoonclermont.com/menu,,
"Food + Beer - Lakeland","3615 S Florida Ave Suite 1350",Lakeland,FL,33803,US,Restaurant,"Locally owned sports bar in Lakeland with scratch-made food, brunch, cocktails, happy hour, late-night dining, and daily food and drink specials.",,https://www.eatfooddrinkbeer.com,"Official website",American,0,,"Food + Beer Lakeland happy hour brunch late night sports bar",27.9990,-81.9569,"Happy Hour, Sports Bar, Brunch","3615 S Florida Ave Suite 1350",Lakeland,FL,33803,US,"Food + Beer Lakeland is a locally owned sports bar serving scratch-made food, brunch, cocktails, daily happy hour, late-night dining, and food specials.",https://www.eatfooddrinkbeer.com,"Official website",https://www.eatfooddrinkbeer.com/menu,https://www.eatfooddrinkbeer.com/cocktails-1,"View Specials"
"Swan Brewing - Lakeland","115 W Pine St",Lakeland,FL,33815,US,Brewery,"Downtown Lakeland craft brewery and bar with 30 rotating taps, live music, food trucks, events, patio seating, and Sunday brunch drink specials.","(863) 703-0472",https://www.swanbrewing.com,"Official website",Brewery,0,,"Swan Brewing Lakeland craft brewery live music brunch mimosas",28.0470,-81.9592,"Brewery, Live Music, Brunch","115 W Pine St",Lakeland,FL,33815,US,"Swan Brewing is a downtown Lakeland craft brewery and bar with rotating taps, live music, food trucks, patio seating, community events, and Sunday brunch drink specials.",https://www.swanbrewing.com,"Official website",https://www.swanbrewing.com/events/,https://www.swanbrewing.com/events/,"View Events"
"The Brass Tap - Lakeland","1515 Town Center Dr",Lakeland,FL,33803,US,Bar,"Lakeside Village beer bar with 70 taps, bottled beer, wine, happy hour, food specials, live music, trivia, patio seating, and shareable bar food.","(863) 680-9994",https://www.brasstapbeerbar.com/lakeland,"Official website","Bar Food",0,,"The Brass Tap Lakeland happy hour craft beer Lakeside Village",27.9980,-81.9780,"Happy Hour, Craft Beer, Live Music","1515 Town Center Dr",Lakeland,FL,33803,US,"The Brass Tap Lakeland is a Lakeside Village beer bar with 70 taps, bottled beer, wine, happy hour specials, food specials, trivia, live music, and patio seating.",https://www.brasstapbeerbar.com/lakeland,"Official website",https://www.brasstapbeerbar.com/lakeland/specials,https://www.brasstapbeerbar.com/Lakeland/event/happy-hour-10235,"View Happy Hour"
"Smith's American Tavern - Downtown Lakeland","124 S Tennessee Ave",Lakeland,FL,33801,US,Restaurant,"Downtown Lakeland American tavern with craft cocktails, brunch, beer, wine, happy hour specials, tacos, tequila, bingo, and elevated comfort food.","(863) 510-5723",https://www.smithsamericantavern.com,"Official website",American,0,,"Smith's American Tavern Lakeland happy hour tacos tequila brunch",28.0433,-81.9567,"Happy Hour, Brunch, Cocktails","124 S Tennessee Ave",Lakeland,FL,33801,US,"Smith's American Tavern is a downtown Lakeland restaurant serving American tavern fare, craft cocktails, brunch, beer, wine, happy hour specials, tacos, tequila, and bingo nights.",https://www.smithsamericantavern.com,"Official website",https://www.smithsamericantavern.com/menu,https://www.smithsamericantavern.com/happenings,"View Happenings"
"GameTime - Kissimmee","3241 Margaritaville Blvd",Kissimmee,FL,34747,US,"Entertainment Venue","Promenade at Sunset Walk arcade, mini bowling, sports bar, and restaurant with happy hour, food promotions, games, parties, and family entertainment.","(407) 338-4811",https://www.gametimeplayers.com/home-kissimmee/,"Official website",American,0,,"GameTime Kissimmee Sunset Walk happy hour arcade bar",28.3408,-81.6097,"Happy Hour, Arcade, Sports Bar","3241 Margaritaville Blvd",Kissimmee,FL,34747,US,"GameTime Kissimmee is an arcade, mini bowling, restaurant, and full-liquor sports bar at Promenade at Sunset Walk with happy hour, food-and-play promotions, parties, and family entertainment.",https://www.gametimeplayers.com/home-kissimmee/,"Official website",https://www.gametimeplayers.com/eat-drink-kissimmee/,https://www.gametimeplayers.com/eat-drink-kissimmee/,"View Promotions"
"The Escobar Kitchen - Hunters Creek - Orlando","13769 S John Young Pkwy",Orlando,FL,32837,US,Restaurant,"Hunters Creek Latin-Asian fusion restaurant serving sushi rolls, empanadas, tacos, cocktails, sake, beer, wine, happy hour, pickup, delivery, and reservations.","(407) 203-2664",https://theescobarkitchen.com/hunters-creek,"Official website","Latin Asian Fusion",0,,"The Escobar Kitchen Hunters Creek happy hour sushi Latin Asian fusion",28.3674,-81.4230,"Happy Hour, Sushi, Latin Fusion","13769 S John Young Pkwy",Orlando,FL,32837,US,"The Escobar Kitchen in Hunters Creek is a Latin-Asian fusion restaurant with signature sushi rolls, Latin dishes, cocktails, sake, beer, wine, happy hour, direct ordering, and reservations.",https://theescobarkitchen.com/hunters-creek,"Official website",https://theescobarkitchen.com/menu,https://theescobarkitchen.com/hunters-creek,"Reserve or Order"
"Lizzie's Memphis Style BBQ - Kissimmee","3270 Margaritaville Blvd",Kissimmee,FL,34747,US,Restaurant,"Memphis-style BBQ restaurant at Sunset Walk with smoked meats, weekend breakfast, daily happy hour, lunch specials, $5 bites, beer, and cocktails.","(407) 954-7282",https://lizziesbbq.com/,"Official website",BBQ,0,,"Lizzie's Memphis Style BBQ Kissimmee happy hour Sunset Walk",28.3404,-81.6092,"Happy Hour, BBQ, Breakfast","3270 Margaritaville Blvd",Kissimmee,FL,34747,US,"Lizzie's Memphis Style BBQ at Sunset Walk serves smoked BBQ, weekend breakfast, daily happy hour, lunch specials, $5 bites, beer, cocktails, and family-friendly meals.",https://lizziesbbq.com/,"Official website",https://lizziesbbq.com/menu/,https://lizziesbbq.com/happy-hour/,"View Happy Hour"
"Cowboy Chicken - Kissimmee","3290 Margaritaville Blvd Ste A 100",Kissimmee,FL,34747,US,Restaurant,"Sunset Walk rotisserie chicken restaurant serving wood-fired chicken, family meals, wraps, bowls, lunch specials, kids eat free offers, and lemonade specials.",,https://www.cowboychicken.com/kissimmee-florida/,"Official website",American,0,,"Cowboy Chicken Kissimmee Sunset Walk lemonade happy hour kids eat free",28.3400,-81.6087,"Lunch Specials, Kids Eat Free, Lemonade","3290 Margaritaville Blvd Ste A 100",Kissimmee,FL,34747,US,"Cowboy Chicken in Kissimmee serves slow-roasted wood-fired chicken, family meals, wraps, bowls, lunch specials, kids eat free offers, half-off lemonade, and other Sunset Walk promotions.",https://www.cowboychicken.com/kissimmee-florida/,"Official website",https://www.cowboychicken.com/store-menu/?slug_page=kissimmee-fl,https://sunsetwalk.com/directory/cowboy-chicken/,"View Offers"
